Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
8651,5802563,136913.0,1963,1,100,90.7,4.9,0.8,51.67,40.835994,-73.817285,10.0,27402.0,6.30645775205207,3.9448773422990935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11335,2665625,50400.0,1985,1,100,94.6,3.3,,129.09,40.626801,-73.96266,14.0,530.0,5.774862056337153,4.860509835518618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11495,2614194,120870.0,1963,1,100,86.1,5.2,0.7,,40.5959,-73.989313,11.0,302.0,6.070506754447935,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11801,2942072,76698.0,1950,1,100,81.9,6.2,0.6,95.22,40.622952,-73.935897,18.0,736.0,5.594711379601839,4.556190003766373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12701,4836176,57272.0,1941,1,100,80.3,2.8,0.3,55.75,,,,,5.7375395714543345,4.020877410340228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1457,2669826,75040.0,2005,1,100,67.4,13.0,0.3,19.93,40.749611,-74.004714,4.0,99.0,4.540098189244376,2.9922261342247034,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2327,2636846,62000.0,1917,1,100,68.8,13.0,,29.83,40.750013,-73.982369,5.0,82.0,4.653007515402251,3.395514598526657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
326,3122399,158540.0,1900,1,100,16.7,3.1,0.1,1.47,40.690205,-73.962268,2.0,193.0,1.6486586255873816,0.3852624007906449,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12255,2646904,81000.0,1913,1,100,41.3,5.6,0.3,,,,,,4.533674184283021,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4596,4903089,299947.0,1959,1,100,66.8,6.9,0.5,44.72,40.768985,-73.954696,8.0,132.0,6.509216130944706,3.8004208288468435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2751,4389694,66173.0,1900,1,100,93.2,7.1,0.7,63.05,40.76532,-73.977452,5.0,137.0,5.586874056410478,4.143928062410929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6196,2786628,93180.0,1928,1,100,152.9,5.6,0.1,58.82,40.851784,-73.939002,12.0,273.0,6.525909036472607,4.074481933125849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11662,4508482,80016.0,1961,1,100,78.9,5.0,0.6,35.58,40.593518,-73.943278,15.0,59402.0,5.605802066295998,3.571783682237689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5960,3211686,59274.0,1923,1,100,154.3,4.7,0.0,43.02,40.838738,-73.944395,12.0,247.0,6.450944243522384,3.761665123839584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4157,2383987,174780.0,1963,1,100,61.6,9.7,0.0,,40.764627,-73.972745,8.0,11401.0,1.4350845252893227,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3064,2790749,127961.0,1925,1,100,81.8,8.9,0.0,38.66,40.776727,-73.977188,7.0,157.0,6.24105526843704,3.654805473780185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8417,2809946,88386.0,1930,1,100,113.3,4.2,1.1,62.3,40.856317,-73.866627,11.0,22403.0,6.13534841743656,4.131961425793407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1095,4412069,130076.0,1900,1,100,76.3,12.8,0.0,26.08,40.724126,-73.9961,2.0,43.0,5.551407994230199,3.261168737058452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10680,2817647,60194.0,1941,1,100,79.2,,,,40.64137,-73.962515,14.0,514.0,5.374352052824034,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9040,5043136,79460.0,1928,1,95,95.4,5.0,0.8,47.26,40.697738,-73.994078,2.0,501.0,5.796057750765372,3.8556642717587617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2937,5945357,743083.0,2016,1,100,11.0,,0.0,,40.758797,-73.996087,4.0,117.0,1.7749523509116738,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13007,4040478,244368.0,1953,1,100,22.4,5.7,,54.44,,,,,3.8372994592322094,3.9970991777832654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5256,2810941,195842.0,1980,1,100,115.8,11.9,0.8,141.02,40.806676,-73.936941,11.0,242.0,6.71744187225863,4.948901724290895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5087,4040098,122755.0,1928,1,100,45.8,11.0,0.0,40.59,40.791176,-73.953359,11.0,168.0,1.4586150226995167,3.7035217308508064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14957,2812951,170400.0,1963,1,100,54.8,4.2,0.5,,40.526742,-74.178161,3.0,176.0,5.982928216085695,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9527,2813849,77880.0,1925,1,100,73.7,4.8,0.6,80.84,40.669081,-73.936145,8.0,353.0,5.59879226079857,4.39247189253542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4541,2796968,128255.0,1966,1,100,116.9,12.9,0.0,,40.770844,-73.956861,8.0,134.0,2.70805020110221,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1753,2665696,55233.0,1950,1,100,75.8,4.2,,95.45,40.737564,-73.997301,4.0,81.0,5.615679593101228,4.558602550171757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387,2549353,352866.0,1968,1,100,34.8,7.2,0.1,,40.823093,-73.862394,9.0,42.0,4.475061500641071,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7918,3117475,67500.0,1900,1,100,105.1,0.5,1.1,127.1,40.872514,-73.887534,7.0,411.0,5.914853444736141,4.844974178195408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1314,4948339,93291.0,1929,1,100,58.9,4.3,,37.38,40.732679,-74.00026,2.0,71.0,5.727499001273517,3.6211358020274167,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14463,4038925,158600.0,1964,1,100,83.1,5.3,0.7,48.06,,,,,6.3695584584200144,3.872450230308323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1159,5846255,101936.0,1885,1,100,172.2,15.2,1.2,18.86,40.72816,-73.992878,2.0,57.0,6.47095429056412,2.937043277205311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
576,4450908,583639.0,1928,1,100,59.2,11.4,0.0,,40.707588,-74.010013,1.0,7.0,3.8918202981106265,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5302,4998755,116600.0,1910,1,100,30.8,6.5,0.1,,40.802295,-73.954395,10.0,216.0,3.9945242269398897,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14586,3532290,145398.0,1931,1,100,90.9,7.5,0.7,,,,,,6.220391343177919,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1881,2287675,1105991.0,1910,1,100,57.9,14.5,,25.42,40.7493,-73.988675,5.0,101.0,,3.2355362657613083,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5338,2777341,102999.0,1845,1,100,83.7,6.2,0.7,57.93,40.801263,-73.959907,7.0,193.0,5.351858133476067,4.059235385108533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1892,4401927,313294.0,1915,1,100,84.1,17.6,0.0,13.22,40.750829,-73.987761,5.0,109.0,6.24105526843704,2.5817308344235403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3487,3211697,154800.0,1917,1,100,46.3,3.1,0.4,21.06,40.793293,-73.974282,7.0,179.0,5.718999440461062,3.0473755067058295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11489,2805253,81564.0,1958,1,100,91.3,4.9,0.8,62.21,40.606611,-73.943073,15.0,564.0,5.868166330763488,4.130515758526928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12867,2802318,699956.0,1961,1,100,83.5,4.1,0.7,60.21,,,,,5.640842674882327,4.097838451476356,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11994,5823534,59022.0,1962,1,100,36.5,9.3,0.0,6.87,,,,,2.5649493574615367,1.927164106234258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7216,3109638,115179.0,2006,1,100,88.6,,,100.89,40.841192,-73.920768,4.0,21302.0,6.005613970212401,4.614030814420288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11999,5984911,95750.0,1931,1,100,34.7,5.2,0.2,0.26,,,,,4.239886867512759,-1.3470736479666092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14107,2721190,56400.0,1928,1,100,95.6,3.8,,,,,,,5.998688392197302,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12561,2798199,98492.0,1929,1,100,103.4,6.3,0.9,63.88,,,,,6.090404494962885,4.1570063233468115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8657,3473879,158282.0,2002,1,100,92.9,12.2,0.6,,40.81495,-73.812473,10.0,118.0,5.7242384832235835,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
14312,2665191,84611.0,1955,1,100,94.9,5.0,0.8,137.86,,,,,5.745244264463795,4.926238677457506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11099,2817268,230198.0,1951,2,100,65.8,3.3,0.6,39.07,40.61951,-74.040225,10.0,5202.0,6.495265555937008,3.6653549090669792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7670,2957554,64800.0,1937,1,100,109.7,4.0,0.1,,40.861277,-73.908723,7.0,255.0,6.230875070886063,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
456,2591905,365792.0,1986,1,95,101.1,25.8,,,40.703312,-74.013038,1.0,9.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5149,5867924,168350.0,2015,1,100,77.9,10.3,0.5,24.96,40.789956,-73.944956,11.0,164.0,5.227358277607543,3.217274543501227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9102,4043094,157822.0,2009,1,100,151.3,15.0,1.1,,40.688524,-73.999488,6.0,47.0,5.619313318029751,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13662,3481925,62367.0,1969,1,100,93.2,3.8,0.9,79.61,,,,,5.668845904775305,4.377139713100487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5324,4407994,88060.0,1902,1,100,92.2,4.9,,54.56,40.79539,-73.96198,7.0,189.0,6.069119791673586,3.9993010135352067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2760,2772636,268420.0,1923,1,100,86.5,17.6,0.0,0.04,40.755092,-73.988674,5.0,113.0,4.355425952876702,-3.2188758248682006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10912,3520583,105840.0,1931,1,100,124.0,2.8,1.2,97.66,40.618485,-73.992673,11.0,252.0,6.606920419952056,4.581492058633514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1849,5815333,55392.0,1913,1,100,76.8,10.4,,13.13,40.746567,-73.99175,5.0,95.0,5.1387352967235715,2.574899688314705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5340,5510683,91226.0,2012,1,95,80.2,6.6,0.6,33.51,40.80132,-73.959517,10.0,19702.0,5.352805551832106,3.511843901749219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12647,2798184,79012.0,1951,1,100,88.4,3.4,0.8,71.38,,,,,5.772686453303412,4.268017718062014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14307,2801609,54991.0,1958,1,100,74.7,4.1,0.6,76.54,,,,,5.344723739362192,4.337813479997556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14952,3663558,114636.0,2009,1,100,17.1,3.2,0.1,0.77,,,,,3.3214324131932926,-0.2613647641344075,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7387,4043958,98524.0,2005,1,100,99.9,7.1,0.8,,40.84009,-73.883505,6.0,359.0,6.01224708629051,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7026,4034915,120324.0,1928,1,100,96.5,4.1,0.9,154.68,40.846709,-73.906123,5.0,22901.0,6.296740927960714,5.041358466739096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2083,2705509,138748.0,1908,1,100,80.4,11.7,,15.01,40.748902,-73.984235,5.0,76.0,6.133831788394904,2.7087166456453704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9377,2665600,320000.0,1940,1,100,104.2,6.6,0.9,,40.667286,-73.959905,9.0,213.0,7.229766311757508,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6164,4866414,51144.0,1910,1,100,62.6,4.8,0.0,50.03,40.85049,-73.936842,12.0,265.0,5.202907181743378,3.912622825500114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7691,4042870,59362.0,1949,1,100,126.8,4.1,0.0,88.96,40.867893,-73.907124,7.0,269.0,6.3178864478756935,4.488186830502272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7022,4842737,69600.0,1942,1,100,28.6,5.2,0.1,14.06,40.843217,-73.905889,4.0,22902.0,3.696351468952637,2.643333886382519,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10998,4682035,161232.0,1952,1,100,41.8,3.0,0.3,27.44,40.63962,-74.035636,10.0,34.0,5.598051520023959,3.3120018028576843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8784,2774311,75000.0,1939,1,100,52.8,2.9,0.5,28.28,40.884167,-73.911488,8.0,297.0,5.201255653704905,3.342154841028372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13048,2804087,72800.0,1936,1,100,121.5,3.0,1.2,123.57,,,,,6.060290738037835,4.816807797116099,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1722,2705132,606078.0,1930,1,100,70.5,12.3,,,40.752992,-73.989186,5.0,109.0,7.195412351121413,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4384,2805626,64853.0,1913,1,100,60.1,5.9,0.4,,40.772894,-73.961997,8.0,128.0,5.007965065540377,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6898,4338263,120012.0,2013,1,100,64.3,6.5,0.4,45.93,40.825766,-73.901874,3.0,135.0,5.577463107977531,3.8271184983377022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7785,4406119,63100.0,1931,1,100,130.8,15.4,0.8,,40.875903,-73.901952,8.0,273.0,5.5675808534758,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4524,4375880,132385.0,1930,1,100,73.1,4.7,0.6,,40.768503,-73.957674,8.0,126.0,5.991964422149633,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3479,2677027,279316.0,1927,1,100,50.4,7.1,0.3,,40.792989,-73.97485,7.0,179.0,6.002157176646725,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,4455730,316000.0,1953,3,95,85.0,4.7,0.7,,40.660488,-73.933165,9.0,880.0,7.049081215072572,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
